CodProvincia;Provincia;CodMunicipio;Municipio;Poblacion;Recaudación
26;Rioja, La;25;Baños de Rioja;96;285
26;Rioja, La;26;Baños de Río Tobía;1662;143
26;Rioja, La;27;Berceo;174;132
26;Rioja, La;28;Bergasa;150;120
26;Rioja, La;29;Bergasillas Bajera;35;360
26;Rioja, La;30;Bezares;20;80
26;Rioja, La;31;Bobadilla;140;20
26;Rioja, La;32;Brieva de Cameros;58;283
26;Rioja, La;33;Briñas;242;36
26;Rioja, La;34;Briones;856;72
26;Rioja, La;35;Cabezón de Cameros;20;114
26;Rioja, La;36;Calahorra;24897;280
26;Rioja, La;37;Camprovín;179;324
26;Rioja, La;38;Canales de la Sierra;88;507
26;Rioja, La;39;Canillas de Río Tuerto;42;153
26;Rioja, La;40;Cañas;93;12
26;Rioja, La;41;Cárdenas;178;522
26;Rioja, La;42;Casalarreina;1355;401
26;Rioja, La;43;Castañares de Rioja;474;512
26;Rioja, La;44;Castroviejo;60;55
26;Rioja, La;45;Cellorigo;13;480
26;Rioja, La;46;Cenicero;2092;317
26;Rioja, La;47;Cervera del Río Alhama;2636;556
26;Rioja, La;48;Cidamón;32;359
26;Rioja, La;49;Cihuri;229;195
26;Rioja, La;50;Cirueña;128;315
26;Rioja, La;51;Clavijo;298;93
26;Rioja, La;52;Cordovín;182;393
26;Rioja, La;53;Corera;279;300
26;Rioja, La;54;Cornago;405;482
26;Rioja, La;55;Corporales;41;252
26;Rioja, La;56;Cuzcurrita de Río Tirón;510;522
26;Rioja, La;57;Daroca de Rioja;59;288
26;Rioja, La;58;Enciso;167;238
26;Rioja, La;59;Entrena;1523;278
26;Rioja, La;60;Estollo;98;47
26;Rioja, La;61;Ezcaray;2054;14
26;Rioja, La;62;Foncea;98;143
26;Rioja, La;63;Fonzaleche;159;169
26;Rioja, La;64;Fuenmayor;3195;413
26;Rioja, La;65;Galbárruli;62;493
26;Rioja, La;66;Galilea;381;407
26;Rioja, La;67;Gallinero de Cameros;25;519
26;Rioja, La;68;Gimileo;163;177
26;Rioja, La;69;Grañón;293;389
26;Rioja, La;70;Grávalos;229;333
26;Rioja, La;71;Haro;11806;332
26;Rioja, La;72;Herce;362;60
26;Rioja, La;73;Herramélluri;117;380
26;Rioja, La;74;Hervías;142;135
26;Rioja, La;75;Hormilla;445;192
26;Rioja, La;76;Hormilleja;162;459
26;Rioja, La;77;Hornillos de Cameros;14;504
26;Rioja, La;78;Hornos de Moncalvillo;94;172
26;Rioja, La;79;Huércanos;902;555
26;Rioja, La;80;Igea;698;289
26;Rioja, La;81;Jalón de Cameros;23;64
26;Rioja, La;82;Laguna de Cameros;135;58
26;Rioja, La;83;Lagunilla del Jubera;327;284
26;Rioja, La;84;Lardero;8750;486
26;Rioja, La;86;Ledesma de la Cogolla;19;595
26;Rioja, La;87;Leiva;290;281
26;Rioja, La;88;Leza de Río Leza;50;31
26;Rioja, La;89;Logroño;153402;529
26;Rioja, La;91;Lumbreras;164;80
26;Rioja, La;92;Manjarrés;141;73
26;Rioja, La;93;Mansilla de la Sierra;63;160
26;Rioja, La;94;Manzanares de Rioja;98;497
26;Rioja, La;95;Matute;131;294
26;Rioja, La;96;Medrano;299;147
26;Rioja, La;98;Munilla;123;412
26;Rioja, La;99;Murillo de Río Leza;1787;274
26;Rioja, La;100;Muro de Aguas;65;272
26;Rioja, La;101;Muro en Cameros;48;372
26;Rioja, La;102;Nájera;8427;38
26;Rioja, La;103;Nalda;1028;313
26;Rioja, La;104;Navajún;20;324
26;Rioja, La;105;Navarrete;2881;510
26;Rioja, La;106;Nestares;79;98
26;Rioja, La;107;Nieva de Cameros;99;136
26;Rioja, La;108;Ocón;330;177
26;Rioja, La;109;Ochánduri;109;521
26;Rioja, La;110;Ojacastro;186;335
26;Rioja, La;111;Ollauri;314;67
26;Rioja, La;112;Ortigosa de Cameros;280;216
26;Rioja, La;113;Pazuengos;35;218
26;Rioja, La;114;Pedroso;82;365
26;Rioja, La;115;Pinillos;16;409
26;Rioja, La;117;Pradejón;4184;394
26;Rioja, La;118;Pradillo;67;558
26;Rioja, La;119;Préjano;263;326
26;Rioja, La;120;Quel;2060;511
26;Rioja, La;121;Rabanera;45;88
26;Rioja, La;122;Rasillo de Cameros, El;145;317
26;Rioja, La;123;Redal, El;163;392
26;Rioja, La;124;Ribafrecha;1010;54
26;Rioja, La;125;Rincón de Soto;3799;277
26;Rioja, La;126;Robres del Castillo;27;586
26;Rioja, La;127;Rodezno;307;139
26;Rioja, La;128;Sajazarra;133;176
26;Rioja, La;129;San Asensio;1220;314
26;Rioja, La;130;San Millán de la Cogolla;260;325
26;Rioja, La;131;San Millán de Yécora;44;16
26;Rioja, La;132;San Román de Cameros;164;199
26;Rioja, La;134;Santa Coloma;123;356
26;Rioja, La;135;Santa Engracia del Jubera;184;93
26;Rioja, La;136;Santa Eulalia Bajera;121;261
26;Rioja, La;138;Santo Domingo de la Calzada;6671;199
26;Rioja, La;139;San Torcuato;81;156
26;Rioja, La;140;Santurde de Rioja;329;170
26;Rioja, La;141;Santurdejo;140;501
26;Rioja, La;142;San Vicente de la Sonsierra;1127;181
26;Rioja, La;143;Sojuela;263;363
26;Rioja, La;144;Sorzano;254;434
26;Rioja, La;145;Sotés;290;156
26;Rioja, La;146;Soto en Cameros;141;596
26;Rioja, La;147;Terroba;37;347
26;Rioja, La;148;Tirgo;229;49
26;Rioja, La;149;Tobía;63;159
26;Rioja, La;150;Tormantos;151;455
26;Rioja, La;151;Torrecilla en Cameros;529;233
26;Rioja, La;152;Torrecilla sobre Alesanco;37;550
26;Rioja, La;153;Torre en Cameros;12;254
26;Rioja, La;154;Torremontalbo;14;56
26;Rioja, La;155;Treviana;186;448
26;Rioja, La;157;Tricio;388;158
26;Rioja, La;158;Tudelilla;371;97
26;Rioja, La;160;Uruñuela;967;222
26;Rioja, La;161;Valdemadera;9;247
26;Rioja, La;162;Valgañón;125;541
26;Rioja, La;163;Ventosa;164;34
26;Rioja, La;164;Ventrosa;70;29
26;Rioja, La;165;Viguera;435;575
26;Rioja, La;166;Villalba de Rioja;148;59
26;Rioja, La;167;Villalobar de Rioja;68;171
26;Rioja, La;168;Villamediana de Iregua;7212;559
26;Rioja, La;169;Villanueva de Cameros;92;519
26;Rioja, La;170;Villar de Arnedo, El;652;307
26;Rioja, La;171;Villar de Torre;244;481
26;Rioja, La;172;Villarejo;34;334
26;Rioja, La;173;Villarroya;9;93
26;Rioja, La;174;Villarta-Quintana;161;73
26;Rioja, La;175;Villavelayo;51;14
26;Rioja, La;176;Villaverde de Rioja;70;330
26;Rioja, La;177;Villoslada de Cameros;360;491
26;Rioja, La;178;Viniegra de Abajo;97;544
26;Rioja, La;179;Viniegra de Arriba;54;241
26;Rioja, La;180;Zarratón;299;32
26;Rioja, La;181;Zarzosa;16;148
26;Rioja, La;183;Zorraquín;89;113
27;Lugo;1;Abadín;2760;71
27;Lugo;2;Alfoz;2009;587
27;Lugo;3;Antas de Ulla;2219;569
27;Lugo;4;Baleira;1448;74
27;Lugo;5;Barreiros;3124;97
27;Lugo;6;Becerreá;3072;325
27;Lugo;7;Begonte;3322;305
27;Lugo;8;Bóveda;1589;92
27;Lugo;9;Carballedo;2532;179
27;Lugo;10;Castro de Rei;5422;424
27;Lugo;11;Castroverde;2887;591
27;Lugo;12;Cervantes;1593;337
27;Lugo;13;Cervo;4483;246
27;Lugo;14;Corgo, O;3828;433
27;Lugo;15;Cospeito;5047;103
27;Lugo;16;Chantada;8783;477
27;Lugo;17;Folgoso do Courel;1160;221
27;Lugo;18;Fonsagrada, A;4198;203
27;Lugo;19;Foz;9978;39
27;Lugo;20;Friol;4137;354
27;Lugo;21;Xermade;2101;458
27;Lugo;22;Guitiriz;5658;157
27;Lugo;23;Guntín;3018;174
27;Lugo;24;Incio, O;1875;480
27;Lugo;25;Xove;3512;299
27;Lugo;26;Láncara;2866;80
27;Lugo;27;Lourenzá;2399;460
27;Lugo;28;Lugo;98457;556
27;Lugo;29;Meira;1775;528
27;Lugo;30;Mondoñedo;4183;169
27;Lugo;31;Monforte de Lemos;19604;149
27;Lugo;32;Monterroso;3969;59
27;Lugo;33;Muras;754;458
27;Lugo;34;Navia de Suarna;1337;334
27;Lugo;35;Negueira de Muñiz;213;58
27;Lugo;37;Nogais, As;1295;376
27;Lugo;38;Ourol;1142;264
27;Lugo;39;Outeiro de Rei;5046;236
27;Lugo;40;Palas de Rei;3656;54
27;Lugo;41;Pantón;2860;573
27;Lugo;42;Paradela;2038;544
27;Lugo;43;Páramo, O;1555;358
27;Lugo;44;Pastoriza, A;3393;184
27;Lugo;45;Pedrafita do Cebreiro;1199;508
27;Lugo;46;Pol;1794;562
27;Lugo;47;Pobra do Brollón, A;1968;296
27;Lugo;48;Pontenova, A;2673;50
27;Lugo;49;Portomarín;1690;342
27;Lugo;50;Quiroga;3595;542
27;Lugo;51;Ribadeo;10061;179
27;Lugo;52;Ribas de Sil;1058;254
27;Lugo;53;Ribeira de Piquín;630;294
27;Lugo;54;Riotorto;1439;287
27;Lugo;55;Samos;1556;134
27;Lugo;56;Rábade;1674;321
27;Lugo;57;Sarria;13524;600
27;Lugo;58;Saviñao, O;4314;52
27;Lugo;59;Sober;2478;206
27;Lugo;60;Taboada;3221;33
27;Lugo;61;Trabada;1268;438
27;Lugo;62;Triacastela;756;97
27;Lugo;63;Valadouro, O;2123;302
27;Lugo;64;Vicedo, O;1895;539
27;Lugo;65;Vilalba;15116;122
27;Lugo;66;Viveiro;16108;531
27;Lugo;901;Baralla;2834;517
27;Lugo;902;Burela;9631;334
28;Madrid;1;Acebeda, La;65;393
28;Madrid;2;Ajalvir;4203;47
28;Madrid;3;Alameda del Valle;243;306
28;Madrid;4;Álamo, El;8701;208
28;Madrid;5;Alcalá de Henares;203924;326
28;Madrid;6;Alcobendas;111040;524
28;Madrid;7;Alcorcón;169308;502
28;Madrid;8;Aldea del Fresno;2559;74
28;Madrid;9;Algete;20585;586
28;Madrid;10;Alpedrete;13480;464
28;Madrid;11;Ambite;591;367
28;Madrid;12;Anchuelo;1188;348
28;Madrid;13;Aranjuez;56877;184
28;Madrid;14;Arganda del Rey;55506;250
28;Madrid;15;Arroyomolinos;22476;234
28;Madrid;16;Atazar, El;102;360
28;Madrid;17;Batres;1552;343
28;Madrid;18;Becerril de la Sierra;5355;223
28;Madrid;19;Belmonte de Tajo;1580;595
28;Madrid;20;Berzosa del Lozoya;227;410
28;Madrid;21;Berrueco, El;606;158
28;Madrid;22;Boadilla del Monte;47037;321
28;Madrid;23;Boalo, El;7037;24
28;Madrid;24;Braojos;204;18
28;Madrid;25;Brea de Tajo;572;152
28;Madrid;26;Brunete;10064;168
28;Madrid;27;Buitrago del Lozoya;2031;441
28;Madrid;28;Bustarviejo;2266;278
28;Madrid;29;Cabanillas de la Sierra;751;370
28;Madrid;30;Cabrera, La;2565;236
28;Madrid;31;Cadalso de los Vidrios;2944;20
28;Madrid;32;Camarma de Esteruelas;6808;298
28;Madrid;33;Campo Real;5668;566
28;Madrid;34;Canencia;484;401
28;Madrid;35;Carabaña;2052;510
28;Madrid;36;Casarrubuelos;3279;195
28;Madrid;37;Cenicientos;2110;596
28;Madrid;38;Cercedilla;6986;503
28;Madrid;39;Cervera de Buitrago;183;142
28;Madrid;40;Ciempozuelos;23716;408
28;Madrid;41;Cobeña;6823;242
28;Madrid;42;Colmenar del Arroyo;1565;160
28;Madrid;43;Colmenar de Oreja;8432;99
28;Madrid;44;Colmenarejo;8753;22
28;Madrid;45;Colmenar Viejo;46321;347
28;Madrid;46;Collado Mediano;6697;572
28;Madrid;47;Collado Villalba;61955;68
28;Madrid;48;Corpa;643;471
28;Madrid;49;Coslada;91832;434
28;Madrid;50;Cubas de la Sagra;5332;212
28;Madrid;51;Chapinería;2145;365
28;Madrid;52;Chinchón;5404;407
28;Madrid;53;Daganzo de Arriba;9560;293
28;Madrid;54;Escorial, El;15161;548
28;Madrid;55;Estremera;1486;275
28;Madrid;56;Fresnedillas de la Oliva;1592;257
28;Madrid;57;Fresno de Torote;2089;354
28;Madrid;58;Fuenlabrada;198132;462
28;Madrid;59;Fuente el Saz de Jarama;6379;13
28;Madrid;60;Fuentidueña de Tajo;2077;249
28;Madrid;61;Galapagar;32930;93
28;Madrid;62;Garganta de los Montes;396;257
28;Madrid;63;Gargantilla del Lozoya y Pinilla de Buitrago;369;420
28;Madrid;64;Gascones;184;261
28;Madrid;65;Getafe;171280;461
28;Madrid;66;Griñón;9752;253
28;Madrid;67;Guadalix de la Sierra;6100;137
28;Madrid;68;Guadarrama;15534;100
28;Madrid;69;Hiruela, La;56;145
28;Madrid;70;Horcajo de la Sierra-Aoslos;167;61
28;Madrid;71;Horcajuelo de la Sierra;95;144
28;Madrid;72;Hoyo de Manzanares;7812;357
28;Madrid;73;Humanes de Madrid;18870;175
28;Madrid;74;Leganés;187125;26
28;Madrid;75;Loeches;7990;492
28;Madrid;76;Lozoya;635;206
28;Madrid;78;Madarcos;53;161
28;Madrid;79;Madrid;3233527;223
28;Madrid;80;Majadahonda;70198;44
28;Madrid;82;Manzanares el Real;7949;114
28;Madrid;83;Meco;12797;277
28;Madrid;84;Mejorada del Campo;22902;517
28;Madrid;85;Miraflores de la Sierra;5979;574
28;Madrid;86;Molar, El;8226;47
28;Madrid;87;Molinos, Los;4590;468
28;Madrid;88;Montejo de la Sierra;354;138
28;Madrid;89;Moraleja de Enmedio;4984;306
28;Madrid;90;Moralzarzal;12126;79
28;Madrid;91;Morata de Tajuña;7515;452
28;Madrid;92;Móstoles;206031;253
28;Madrid;93;Navacerrada;2793;531
28;Madrid;94;Navalafuente;1220;130
28;Madrid;95;Navalagamella;2392;559
28;Madrid;96;Navalcarnero;25453;366
28;Madrid;97;Navarredonda y San Mamés;141;71
28;Madrid;99;Navas del Rey;2666;261
28;Madrid;100;Nuevo Baztán;6239;86
28;Madrid;101;Olmeda de las Fuentes;338;252
28;Madrid;102;Orusco de Tajuña;1300;457
28;Madrid;104;Paracuellos de Jarama;19882;335
28;Madrid;106;Parla;124208;542
28;Madrid;107;Patones;521;460
28;Madrid;108;Pedrezuela;5020;236
28;Madrid;109;Pelayos de la Presa;2572;56
28;Madrid;110;Perales de Tajuña;2877;380
28;Madrid;111;Pezuela de las Torres;796;429
28;Madrid;112;Pinilla del Valle;215;256
28;Madrid;113;Pinto;46763;259
28;Madrid;114;Piñuécar-Gandullas;168;508
28;Madrid;115;Pozuelo de Alarcón;83844;201
28;Madrid;116;Pozuelo del Rey;1019;69
28;Madrid;117;Prádena del Rincón;127;357
28;Madrid;118;Puebla de la Sierra;99;174
28;Madrid;119;Quijorna;3130;427
28;Madrid;120;Rascafría;1956;117
28;Madrid;121;Redueña;291;124
28;Madrid;122;Ribatejada;664;205
28;Madrid;123;Rivas-Vaciamadrid;75444;246
28;Madrid;124;Robledillo de la Jara;106;407
28;Madrid;125;Robledo de Chavela;4058;484
28;Madrid;126;Robregordo;65;185
28;Madrid;127;Rozas de Madrid, Las;90390;571
28;Madrid;128;Rozas de Puerto Real;469;427
28;Madrid;129;San Agustín del Guadalix;12770;397
28;Madrid;130;San Fernando de Henares;41376;566
28;Madrid;131;San Lorenzo de El Escorial;18545;459
28;Madrid;132;San Martín de la Vega;19615;339
28;Madrid;133;San Martín de Valdeiglesias;8365;24
28;Madrid;134;San Sebastián de los Reyes;81466;140
28;Madrid;135;Santa María de la Alameda;1245;86
28;Madrid;136;Santorcaz;816;128
28;Madrid;137;Santos de la Humosa, Los;2367;578
28;Madrid;138;Serna del Monte, La;104;458
28;Madrid;140;Serranillos del Valle;3631;342
28;Madrid;141;Sevilla la Nueva;8887;235
28;Madrid;143;Somosierra;92;586
28;Madrid;144;Soto del Real;8480;418
28;Madrid;145;Talamanca de Jarama;3178;20
28;Madrid;146;Tielmes;2616;590
28;Madrid;147;Titulcia;1206;369
28;Madrid;148;Torrejón de Ardoz;125331;459
28;Madrid;149;Torrejón de la Calzada;7666;508
28;Madrid;150;Torrejón de Velasco;4161;267
28;Madrid;151;Torrelaguna;4860;268
28;Madrid;152;Torrelodones;22680;583
28;Madrid;153;Torremocha de Jarama;877;89
28;Madrid;154;Torres de la Alameda;7906;570
28;Madrid;155;Valdaracete;665;498
28;Madrid;156;Valdeavero;1411;295
28;Madrid;157;Valdelaguna;863;118
28;Madrid;158;Valdemanco;949;295
28;Madrid;159;Valdemaqueda;859;70
28;Madrid;160;Valdemorillo;11762;165
28;Madrid;161;Valdemoro;70315;258
28;Madrid;162;Valdeolmos-Alalpardo;3576;586
28;Madrid;163;Valdepiélagos;571;548
28;Madrid;164;Valdetorres de Jarama;4170;496
28;Madrid;165;Valdilecha;2816;63
28;Madrid;166;Valverde de Alcalá;464;566
28;Madrid;167;Velilla de San Antonio;12037;227
28;Madrid;168;Vellón, El;1764;113
28;Madrid;169;Venturada;1897;284
28;Madrid;170;Villaconejos;3484;375
28;Madrid;171;Villa del Prado;6495;228
28;Madrid;172;Villalbilla;11010;174
28;Madrid;173;Villamanrique de Tajo;795;497
28;Madrid;174;Villamanta;2505;245
28;Madrid;175;Villamantilla;1183;216
28;Madrid;176;Villanueva de la Cañada;18425;214
28;Madrid;177;Villanueva del Pardillo;16509;381
28;Madrid;178;Villanueva de Perales;1486;503
28;Madrid;179;Villar del Olmo;2135;295
28;Madrid;180;Villarejo de Salvanés;7452;429
28;Madrid;181;Villaviciosa de Odón;26708;157
28;Madrid;182;Villavieja del Lozoya;273;445
28;Madrid;183;Zarzalejo;1517;56
28;Madrid;901;Lozoyuela-Navas-Sieteiglesias;1200;571
28;Madrid;902;Puentes Viejas;667;59
28;Madrid;903;Tres Cantos;41302;523
29;Málaga;1;Alameda;5504;157
29;Málaga;2;Alcaucín;2817;479
29;Málaga;3;Alfarnate;1300;103
29;Málaga;4;Alfarnatejo;532;210
29;Málaga;5;Algarrobo;6584;308
29;Málaga;6;Algatocín;887;505
29;Málaga;7;Alhaurín de la Torre;37446;350
29;Málaga;8;Alhaurín el Grande;24074;223
29;Málaga;9;Almáchar;1904;88
29;Málaga;10;Almargen;2157;229
29;Málaga;11;Almogía;4195;52
29;Málaga;12;Álora;13399;444
29;Málaga;13;Alozaina;2230;153
29;Málaga;14;Alpandeire;274;170
29;Málaga;15;Antequera;41827;595
29;Málaga;16;Árchez;476;179
29;Málaga;17;Archidona;8814;339
29;Málaga;18;Ardales;2606;251
29;Málaga;19;Arenas;1411;20
29;Málaga;20;Arriate;4121;260
29;Málaga;21;Atajate;158;84
29;Málaga;22;Benadalid;262;107
29;Málaga;23;Benahavís;5980;379
29;Málaga;24;Benalauría;511;441
29;Málaga;25;Benalmádena;65965;147
29;Málaga;26;Benamargosa;1634;436
29;Málaga;27;Benamocarra;3089;400
29;Málaga;28;Benaoján;1543;456
29;Málaga;29;Benarrabá;559;497
29;Málaga;30;Borge, El;1026;15
29;Málaga;31;Burgo, El;1957;311
29;Málaga;32;Campillos;8663;132
29;Málaga;33;Canillas de Aceituno;1937;535
29;Málaga;34;Canillas de Albaida;964;509
29;Málaga;35;Cañete la Real;1901;249
29;Málaga;36;Carratraca;860;517
29;Málaga;37;Cartajima;251;332
29;Málaga;38;Cártama;23664;418
29;Málaga;39;Casabermeja;3686;337
29;Málaga;40;Casarabonela;2726;407
29;Málaga;41;Casares;5610;230
29;Málaga;42;Coín;21791;30
29;Málaga;43;Colmenar;3624;149
29;Málaga;44;Comares;1638;237
29;Málaga;45;Cómpeta;3861;111
29;Málaga;46;Cortes de la Frontera;3540;10
29;Málaga;47;Cuevas Bajas;1494;437
29;Málaga;48;Cuevas del Becerro;1747;257
29;Málaga;49;Cuevas de San Marcos;4043;314
29;Málaga;50;Cútar;668;168
29;Málaga;51;Estepona;67101;344
29;Málaga;52;Faraján;287;472
29;Málaga;53;Frigiliana;3360;312
29;Málaga;54;Fuengirola;75953;222
29;Málaga;55;Fuente de Piedra;2758;571
29;Málaga;56;Gaucín;1727;137
29;Málaga;57;Genalguacil;522;488
29;Málaga;58;Guaro;2289;398
29;Málaga;59;Humilladero;3383;503
29;Málaga;60;Igualeja;871;482
29;Málaga;61;Istán;1533;140
29;Málaga;62;Iznate;951;272
29;Málaga;63;Jimera de Líbar;463;166
29;Málaga;64;Jubrique;739;233
29;Málaga;65;Júzcar;243;164
29;Málaga;66;Macharaviaya;504;60
29;Málaga;67;Málaga;567433;541
29;Málaga;68;Manilva;14391;163
29;Málaga;69;Marbella;140473;125
29;Málaga;70;Mijas;82124;310
29;Málaga;71;Moclinejo;1295;332
29;Málaga;72;Mollina;5239;59
29;Málaga;73;Monda;2523;304
29;Málaga;74;Montejaque;1017;221
29;Málaga;75;Nerja;22617;97
29;Málaga;76;Ojén;3451;580
29;Málaga;77;Parauta;242;311
29;Málaga;79;Periana;3560;380
29;Málaga;80;Pizarra;9269;275
29;Málaga;81;Pujerra;326;542
29;Málaga;82;Rincón de la Victoria;41216;270
29;Málaga;83;Riogordo;3107;195
29;Málaga;84;Ronda;36698;541
29;Málaga;85;Salares;236;315
29;Málaga;86;Sayalonga;1564;80
29;Málaga;87;Sedella;716;224
29;Málaga;88;Sierra de Yeguas;3517;464
29;Málaga;89;Teba;4128;294
29;Málaga;90;Tolox;2317;308
29;Málaga;91;Torrox;18274;102
29;Málaga;92;Totalán;746;395
29;Málaga;93;Valle de Abdalajís;2716;257
29;Málaga;94;Vélez-Málaga;78467;539
29;Málaga;95;Villanueva de Algaidas;4485;121
29;Málaga;96;Villanueva del Rosario;3641;142
29;Málaga;97;Villanueva del Trabuco;5482;480
29;Málaga;98;Villanueva de Tapia;1629;501
29;Málaga;99;Viñuela;2040;18
29;Málaga;100;Yunquera;3139;104
29;Málaga;901;Torremolinos;68961;418
29;Málaga;902;Villanueva de la Concepción;3465;343
30;Murcia;1;Abanilla;6569;254
30;Murcia;2;Abarán;13110;538
30;Murcia;3;Águilas;34828;28
30;Murcia;4;Albudeite;1404;147
30;Murcia;5;Alcantarilla;41381;255
30;Murcia;6;Aledo;1025;454
30;Murcia;7;Alguazas;9460;107
30;Murcia;8;Alhama de Murcia;20915;213
30;Murcia;9;Archena;18496;232
30;Murcia;10;Beniel;11198;369
30;Murcia;11;Blanca;6493;297
30;Murcia;12;Bullas;12321;134
30;Murcia;13;Calasparra;10661;91
30;Murcia;14;Campos del Río;2220;51
30;Murcia;15;Caravaca de la Cruz;26415;85
30;Murcia;16;Cartagena;216655;536
30;Murcia;17;Cehegín;16248;375
30;Murcia;18;Ceutí;10881;118
30;Murcia;19;Cieza;35351;367
30;Murcia;20;Fortuna;10098;220
30;Murcia;21;Fuente Álamo de Murcia;16175;527
30;Murcia;22;Jumilla;25711;109
30;Murcia;23;Librilla;4842;247
30;Murcia;24;Lorca;92865;399
30;Murcia;25;Lorquí;6983;188
30;Murcia;26;Mazarrón;35408;26
30;Murcia;27;Molina de Segura;67382;586
30;Murcia;28;Moratalla;8290;42
30;Murcia;29;Mula;16968;57
30;Murcia;30;Murcia;441354;363
30;Murcia;31;Ojós;562;152
30;Murcia;32;Pliego;4051;494
30;Murcia;33;Puerto Lumbreras;14742;586
30;Murcia;34;Ricote;1452;134
30;Murcia;35;San Javier;32641;533
30;Murcia;36;San Pedro del Pinatar;24285;65
30;Murcia;37;Torre-Pacheco;33911;141
30;Murcia;38;Torres de Cotillas, Las;21608;62
30;Murcia;39;Totana;30549;594
30;Murcia;40;Ulea;926;124
30;Murcia;41;Unión, La;19009;319
30;Murcia;42;Villanueva del Río Segura;2445;248
30;Murcia;43;Yecla;34601;579
30;Murcia;901;Santomera;15709;462
30;Murcia;902;Alcázares, Los;16251;223
31;Navarra;1;Abáigar;101;60
31;Navarra;2;Abárzuza/Abartzuza;548;127
31;Navarra;3;Abaurregaina/Abaurrea Alta;133;533
31;Navarra;4;Abaurrepea/Abaurrea Baja;39;563
31;Navarra;5;Aberin;392;131
31;Navarra;6;Ablitas;2663;498
31;Navarra;7;Adiós;189;294
31;Navarra;8;Aguilar de Codés;102;303
31;Navarra;9;Aibar/Oibar;875;144
31;Navarra;10;Altsasu/Alsasua;7691;14
31;Navarra;11;Allín/Allin;854;120
31;Navarra;12;Allo;1050;252
31;Navarra;13;Améscoa Baja;791;216
31;Navarra;14;Ancín/Antzin;374;212
31;Navarra;15;Andosilla;2950;588
31;Navarra;16;Ansoáin/Antsoain;10938;332
31;Navarra;17;Anue;455;48
31;Navarra;18;Añorbe;586;555
31;Navarra;19;Aoiz/Agoitz;2640;450
31;Navarra;20;Araitz;568;67
31;Navarra;21;Aranarache/Aranaratxe;87;301
31;Navarra;22;Arantza;645;334
31;Navarra;23;Aranguren;8092;73
31;Navarra;24;Arano;121;438
31;Navarra;25;Arakil;952;162
31;Navarra;26;Aras;185;512
31;Navarra;27;Arbizu;1093;365
31;Navarra;28;Arce/Artzi;260;508
31;Navarra;29;Arcos, Los;1214;481
31;Navarra;30;Arellano;207;170
31;Navarra;31;Areso;276;361
31;Navarra;32;Arguedas;2373;72
31;Navarra;33;Aria;58;395
31;Navarra;34;Aribe;50;251
31;Navarra;35;Armañanzas;60;395
31;Navarra;36;Arróniz;1111;228
31;Navarra;37;Arruazu;114;496
31;Navarra;38;Artajona;1731;174
31;Navarra;39;Artazu;121;356
31;Navarra;40;Atez;243;84
31;Navarra;41;Ayegui/Aiegi;2026;229
31;Navarra;42;Azagra;3868;35
31;Navarra;43;Azuelo;38;123
31;Navarra;44;Bakaiku;333;346
31;Navarra;45;Barásoain;674;412
31;Navarra;46;Barbarin;65;493
31;Navarra;47;Bargota;312;235
31;Navarra;48;Barillas;192;207
31;Navarra;49;Basaburua;876;112
31;Navarra;50;Baztan;8035;165
31;Navarra;51;Beire;320;493
31;Navarra;52;Belascoáin;124;313
31;Navarra;53;Berbinzana;723;408
31;Navarra;54;Bertizarana;628;250
31;Navarra;55;Betelu;344;541
31;Navarra;56;Biurrun-Olcoz;235;75
31;Navarra;57;Buñuel;2359;124
31;Navarra;58;Auritz/Burguete;272;33
31;Navarra;59;Burgui/Burgi;237;223
31;Navarra;60;Burlada/Burlata;18162;221
31;Navarra;61;Busto, El;73;149
31;Navarra;62;Cabanillas;1490;412
31;Navarra;63;Cabredo;109;194
31;Navarra;64;Cadreita;2106;48
31;Navarra;65;Caparroso;2821;178
31;Navarra;66;Cárcar;1121;419
31;Navarra;67;Carcastillo;2549;32
31;Navarra;68;Cascante;3990;25
31;Navarra;69;Cáseda;1027;460
31;Navarra;70;Castejón;4207;188
31;Navarra;71;Castillonuevo;16;523
31;Navarra;72;Cintruénigo;7811;544
31;Navarra;73;Ziordia;394;75
31;Navarra;74;Cirauqui/Zirauki;505;428
31;Navarra;75;Ciriza/Ziritza;119;86
31;Navarra;76;Cizur;3663;516
31;Navarra;77;Corella;8049;223
31;Navarra;78;Cortes;3281;94
31;Navarra;79;Desojo;93;265
31;Navarra;80;Dicastillo;688;158
31;Navarra;81;Donamaria;436;531
31;Navarra;82;Etxalar;818;384
31;Navarra;83;Echarri;72;79
31;Navarra;84;Etxarri-Aranatz;2487;23
31;Navarra;85;Etxauri;585;210
31;Navarra;86;Egüés;17450;583
31;Navarra;87;Elgorriaga;205;578
31;Navarra;88;Noáin (Valle de Elorz)/Noain (Elortzibar);7566;19
31;Navarra;89;Enériz/Eneritz;368;537
31;Navarra;90;Eratsun;160;441
31;Navarra;91;Ergoiena;405;598
31;Navarra;92;Erro;804;221
31;Navarra;93;Ezcároz/Ezkaroze;336;497
31;Navarra;94;Eslava;122;263
31;Navarra;95;Esparza de Salazar/Espartza Zaraitzu;91;242
31;Navarra;96;Espronceda;128;597
31;Navarra;97;Estella-Lizarra;14138;23
31;Navarra;98;Esteribar;2432;243
31;Navarra;99;Etayo;80;485
31;Navarra;100;Eulate;332;600
